ID_SNIES;Sexo;Estado Civil;Etnia;Discapacidad;Departamento Nacimiento;Programa;Facultad;Tipo Plan;Nombre Plan;PROMEDIO_1er_SEMESTRE;PROMEDIO_2do_SEMESTRE;Desertor;Semestre Ingreso;Edad Ingreso;Cantidad de materias vistas;Cantidad de cursos libres reprobados;Cantidad de cursos libres aprobados;Promedio de las materias;Cantidad de materias perdidas;Cantidad de creditos inscritos;Semestre Ubicación;Desertor Predicción;Probabilidad de deserción
788-105143;Masculino;Soltero(a);No pertenece;No aplica;Bogotá D.C.;conservación y restauración del patrimonio cultural mueble;estudios del patrimonio cultural;2;conservacion y restauracion de patrim cm;4,37;4,37;No;2;18;52;0,0;0,0;4,445576923076923;0,0;117,0;5,0;No;0,0
3309-11737;Masculino;Soltero(a);No informa;No aplica;Norte de Santander;sociología;ciencias sociales y humanas;2;sociologia;4,44;4,0;No;2;18;43;0,0;0,0;4,12;0,0;119,0;7,0;No;0,0
3162-1111;Masculino;Soltero(a);No informa;No aplica;Cundinamarca;trabajo social;ciencias sociales y humanas;2;trabajo social;4,27;4,08;No;1;16;59;0,0;0,0;4,2443103448275865;0,0;170,0;10,0;No;0,0
3216-1112;Masculino;Soltero(a);No informa;No aplica;Magdalena;derecho;derecho;1;derecho;3,85;4,06;No;1;17;38;0,0;1,0;3,4230555555555555;10,0;0,0;12,0;No;0,0
788-105143;Masculino;Soltero(a);No pertenece;No aplica;Bogotá D.C.;conservación y restauración del patrimonio cultural mueble;estudios del patrimonio cultural;2;conservacion y restauracion de patrim cm;4,57;4,3;No;2;18;52;0,0;0,0;4,445576923076923;0,0;117,0;5,0;No;0,0
13927-105143;Masculino;Soltero(a);No pertenece;No aplica;Bogotá D.C.;conservación y restauración del patrimonio cultural mueble;estudios del patrimonio cultural;2;conservacion y restauracion de patrim cm;4,79;4,71;No;1;17;16;0,0;0,0;4,686923076923077;0,0;32,0;2,0;No;0,0
15926-12046;Masculino;Soltero(a);Pueblo indígena;No aplica;Vichada;psicología;ciencias sociales y humanas;2;psicologia;3,63;3,34;No;1;17;15;0,0;0,0;3,519333333333333;0,0;36,0;2,0;No;0,0
14147-1114;Masculino;Soltero(a);No pertenece;No aplica;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;3,19;0,0;Si;1;16;9;0,0;1,0;3,1875;3,0;16,0;1,0;Si;1,0
13329-1112;Masculino;Soltero(a);No informa;No aplica;Cundinamarca;derecho;derecho;1;derecho;3,87;3,88;No;2;17;26;0,0;0,0;3,898461538461538;1,0;0,0;4,0;No;0,0
13863-10839;Masculino;Soltero(a);No pertenece;No aplica;Bogotá D.C.;gobierno y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;gobierno y relaciones internacionales;1,88;0,0;Si;1;16;13;0,0;5,0;1,88;5,0;16,0;1,0;Si;1,0
13087-1114;Masculino;Soltero(a);No informa;No aplica;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;4,05;0,0;Si;2;21;2;0,0;0,0;4,045;0,0;6,0;1,0;Si;1,0
13330-105143;Masculino;Soltero(a);No pertenece;No aplica;Bogotá D.C.;conservación y restauración del patrimonio cultural mueble;estudios del patrimonio cultural;2;conservacion y restauracion de patrim cm;3,6;3,65;No;2;19;8;0,0;0,0;3,59875;2,0;16,0;1,0;No;0,0
2439-1110;Masculino;Soltero(a);No informa;No aplica;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;4,19;4,16;No;2;17;23;0,0;0,0;4,101818181818182;0,0;49,0;3,0;No;0,0
2636-105143;Masculino;Soltero(a);No informa;No aplica;Bogotá D.C.;conservación y restauración del patrimonio cultural mueble;estudios del patrimonio cultural;2;conservacion y restauracion de patrim cm;4,37;4,44;No;1;16;67;0,0;0,0;4,375873015873016;0,0;157,0;8,0;No;0,0
3705-1112;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;derecho;derecho;1;derecho;3,88;4,13;No;1;17;54;0,0;6,0;3,601063829787234;9,0;0,0;13,0;No;0,0
3705-1112;Femenino;Soltero(a);No pertenece;No aplica;Bolívar;derecho;derecho;1;derecho;3,88;4,13;No;1;17;54;0,0;6,0;3,601063829787234;9,0;0,0;13,0;No;0,0
15433-1112;Femenino;Soltero(a);No informa;No aplica;Bolívar;derecho;derecho;1;derecho;3,15;0,0;No;1;17;22;0,0;0,0;2,2554545454545454;14,0;0,0;1,0;No;0,0
15433-1112;Masculino;Soltero(a);No informa;No aplica;Bolívar;derecho;derecho;1;derecho;3,15;0,0;No;1;17;22;0,0;0,0;2,2554545454545454;14,0;0,0;1,0;No;0,0
15456-1117;Masculino;Soltero(a);No informa;No aplica;Bolívar;contaduría pública;contaduría pública;2;contaduria publica;3,44;3,21;No;1;20;16;0,0;0,0;3,34375;3,0;34,0;2,0;No;0,0
15456-1117;Femenino;Soltero(a);No informa;No aplica;Bolívar;contaduría pública;contaduría pública;2;contaduria publica;3,44;3,21;No;1;20;16;0,0;0,0;3,34375;3,0;34,0;2,0;No;0,0
3987-1112;Masculino;Soltero(a);No informa;No aplica;Bolívar;derecho;derecho;1;derecho;4,2;4,41;No;1;17;52;0,0;5,0;3,90468085106383;7,0;0,0;13,0;No;0,0
16031-1112;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;derecho;derecho;1;derecho;3,49;2,64;Si;2;17;10;0,0;0,0;2,635;4,0;0,0;2,0;Si;1,0
3989-1112;Masculino;Soltero(a);No informa;No aplica;Bolívar;derecho;derecho;1;derecho;3,79;3,95;No;2;19;42;0,0;0,0;3,646153846153846;4,0;0,0;13,0;No;0,0
4046-1112;Masculino;Soltero(a);No informa;No aplica;Bolívar;derecho;derecho;1;derecho;4,57;4,7;No;1;16;36;0,0;2,0;3,9703125;6,0;0,0;12,0;No;0,0
15473-1114;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;3,81;3,38;No;1;16;32;0,0;0,0;3,8209375;2,0;67,0;4,0;No;0,0
15432-1117;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;contaduría pública;contaduría pública;2;contaduria publica;4,06;3,71;No;1;17;19;0,0;3,0;3,819333333333333;0,0;34,0;2,0;No;0,0
3884-1112;Masculino;Soltero(a);No informa;No aplica;Bolívar;derecho;derecho;1;derecho;4,23;4,4;No;2;17;47;0,0;7,0;4,381666666666667;0,0;0,0;14,0;No;0,0
3986-1112;Masculino;Soltero(a);No informa;No aplica;Santander;derecho;derecho;1;derecho;3,83;3,96;No;1;17;47;0,0;2,0;3,735555555555556;7,0;0,0;14,0;No;0,0
15454-10839;Masculino;Soltero(a);Comunidad negra;No aplica;Bolívar;gobierno y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;gobierno y relaciones internacionales;3,43;3,21;No;1;16;30;0,0;0,0;3,0876666666666663;10,0;65,0;3,0;No;0,0
3297-1112;Masculino;Soltero(a);No pertenece;No aplica;Norte de Santander;derecho;derecho;1;derecho;4,23;4,21;No;1;17;25;0,0;0,0;3,5979166666666664;6,0;0,0;12,0;No;0,0
4052-1112;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;derecho;derecho;1;derecho;3,79;3,35;No;1;18;36;0,0;11,0;2,714;14,0;0,0;12,0;No;0,0
15427-1112;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;derecho;derecho;1;derecho;3,7;3,59;No;2;17;37;0,0;6,0;3,619;4,0;0,0;3,0;No;0,0
13633-1112;Masculino;Soltero(a);No informa;No aplica;Huila;derecho;derecho;1;derecho;3,75;3,58;No;1;18;21;0,0;1,0;3,6715;1,0;0,0;2,0;No;0,0
13642-1114;Masculino;Soltero(a);No pertenece;No aplica;Huila;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;3,68;3,64;No;2;19;28;0,0;3,0;3,5524;4,0;52,0;3,0;No;0,0
15043-1112;Masculino;Soltero(a);No pertenece;No aplica;Meta;derecho;derecho;1;derecho;2,99;0,0;No;1;16;14;0,0;3,0;2,994545454545454;4,0;0,0;1,0;No;0,0
2911-1112;Masculino;Soltero(a);No informa;No aplica;Bolívar;derecho;derecho;1;derecho;3,39;3,7;Si;1;16;49;0,0;2,0;3,3790697674418606;8,0;0,0;14,0;Si;1,0
13757-1115;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;administración de empresas ;administración de empresas;2;administracion de empresas;4,37;4,54;No;1;18;37;0,0;0,0;4,160833333333333;1,0;70,0;6,0;No;0,0
3411-1116;Masculino;Soltero(a);No pertenece;No aplica;Tolima;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;4,17;4,05;No;1;17;53;0,0;4,0;3,9125;0,0;96,0;6,0;No;0,0
15444-52602;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;arqueología;estudios del patrimonio cultural;2;arqueologia;4,5;4,33;No;2;17;8;0,0;0,0;4,5025;0,0;16,0;1,0;No;0,0
10646-1112;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;derecho;derecho;1;derecho;3,62;2,87;Si;1;17;24;0,0;8,0;2,433125;12,0;0,0;12,0;Si;1,0
2843-1117;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;contaduría pública;contaduría pública;2;contaduria publica;4,14;3,9;No;2;18;43;0,0;6,0;4,168648648648649;0,0;89,0;6,0;No;0,0
2841-10839;Masculino;Soltero(a);No informa;No aplica;Bolívar;gobierno y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;gobierno y relaciones internacionales;4,1;4,01;No;1;17;82;0,0;4,0;4,327972972972972;0,0;182,0;10,0;No;0,0
15431-1114;Masculino;Soltero(a);Pueblo indígena;No aplica;Bolívar;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;4,4;4,11;No;2;18;8;0,0;0,0;4,4037500000000005;0,0;16,0;1,0;No;0,0
15418-110032;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;ciencia de datos;dirección de matemáticas;2;ciencia de datos;3,24;0,0;No;1;16;11;0,0;0,0;3,1063636363636364;4,0;30,0;1,0;No;0,0
2811-1112;Masculino;Soltero(a);No informa;No aplica;Bolívar;derecho;derecho;1;derecho;3,56;3,79;Si;1;16;48;0,0;2,0;3,552888888888889;6,0;0,0;14,0;No;0,0
13782-1110;Masculino;Soltero(a);No informa;No aplica;Bolívar;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;3,56;0,0;Si;1;21;3;0,0;0,0;3,556666666666667;1,0;9,0;1,0;Si;1,0
13576-1112;Masculino;Soltero(a);No informa;No aplica;Bolívar;derecho;derecho;1;derecho;3,35;3,27;No;2;17;17;0,0;0,0;3,254705882352941;4,0;0,0;3,0;No;0,0
2840-1110;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;4,04;4,29;No;2;20;54;0,0;6,0;4,358695652173913;0,0;119,0;7,0;No;0,0
15974-1112;Masculino;Soltero(a);Pueblo indígena;No aplica;Putumayo;derecho;derecho;1;derecho;2,5;0,0;No;2;24;15;0,0;0,0;3,1966666666666668;8,0;0,0;1,0;No;0,0
15474-1112;Masculino;Soltero(a);No informa;No aplica;Bolívar;derecho;derecho;1;derecho;3,72;2,86;No;1;17;21;0,0;1,0;3,33;4,0;0,0;2,0;No;0,0
10665-1112;Masculino;Soltero(a);No informa;No aplica;Bolívar;derecho;derecho;1;derecho;3,5;3,72;No;2;22;53;0,0;10,0;3,525116279069768;8,0;0,0;14,0;No;0,0
15443-1112;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;derecho;derecho;1;derecho;3,47;1,65;No;1;17;19;0,0;6,0;3,470769230769231;2,0;0,0;1,0;No;0,0
3616-1116;Masculino;Soltero(a);No informa;No aplica;Meta;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,57;3,86;No;2;17;65;2,0;3,0;3,387833333333333;8,0;128,0;7,0;No;0,0
15746-1112;Masculino;Soltero(a);No pertenece;No aplica;Santander;derecho;derecho;1;derecho;3,59;3,02;No;2;17;23;0,0;2,0;3,3447619047619046;5,0;0,0;2,0;No;0,0
2894-1110;Masculino;Soltero(a);No informa;No aplica;Bolívar;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;4,2;4,1;No;2;23;31;0,0;0,0;4,094516129032258;1,0;67,0;4,0;No;0,0
2805-1113;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;economía;economía;2;economia;4,12;3,68;No;2;17;49;0,0;3,0;3,9786666666666655;0,0;162,0;9,0;No;0,0
2794-1112;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;derecho;derecho;1;derecho;3,72;3,94;No;2;18;48;0,0;4,0;3,6147619047619046;6,0;0,0;13,0;No;0,0
2808-1112;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;derecho;derecho;1;derecho;3,82;3,12;Si;1;18;22;0,0;7,0;2,482;11,0;0,0;12,0;Si;1,0
4040-1112;Masculino;Soltero(a);No informa;No aplica;Bolívar;derecho;derecho;1;derecho;3,43;3,7;No;2;18;62;0,0;8,0;3,486078431372549;11,0;0,0;14,0;No;0,0
2821-1112;Masculino;Soltero(a);No informa;No aplica;Bolívar;derecho;derecho;1;derecho;3,65;4,12;No;1;17;55;0,0;8,0;3,577045454545454;7,0;0,0;13,0;No;0,0
4051-1112;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;derecho;derecho;1;derecho;4,21;4,1;No;1;17;40;0,0;6,0;3,5175757575757576;7,0;0,0;12,0;No;0,0
3712-1110;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;3,66;3,73;No;1;16;63;0,0;6,0;4,073157894736842;2,0;160,0;8,0;No;0,0
2878-1113;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;economía;economía;2;economia;4,31;4,21;No;1;18;32;0,0;0,0;3,9448387096774193;0,0;90,0;6,0;No;0,0
11504-1112;Masculino;Soltero(a);No pertenece;No aplica;Santander;derecho;derecho;1;derecho;3,54;3,41;No;1;16;35;0,0;0,0;2,5534285714285714;19,0;0,0;12,0;No;0,0
11029-1114;Masculino;Soltero(a);No pertenece;No aplica;Cundinamarca;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;4,11;0,0;Si;1;16;19;0,0;0,0;2,840526315789474;10,0;40,0;2,0;Si;1,0
15437-1115;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;administración de empresas ;administración de empresas;2;administracion de empresas;3,82;3,98;No;1;18;16;0,0;0,0;3,8493333333333335;1,0;31,0;2,0;No;0,0
12717-12044;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;antropología;ciencias sociales y humanas;2;antropologia;4,54;4,71;No;1;20;46;0,0;0,0;4,400714285714285;0,0;121,0;7,0;No;0,0
4043-1112;Masculino;Soltero(a);No informa;No aplica;Bolívar;derecho;derecho;1;derecho;3,59;3,91;No;2;17;28;0,0;0,0;3,309285714285714;9,0;0,0;13,0;No;0,0
13619-1110;Masculino;Soltero(a);No informa;No aplica;Cundinamarca;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;4,29;4,11;No;2;19;23;0,0;0,0;4,107826086956522;1,0;49,0;3,0;No;0,0
2818-10839;Masculino;Soltero(a);No informa;No aplica;Bolívar;gobierno y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;gobierno y relaciones internacionales;4,07;4,13;No;2;17;28;1,0;6,0;4,406000000000001;0,0;53,0;5,0;No;0,0
10674-1112;Masculino;Soltero(a);No informa;No aplica;Bolívar;derecho;derecho;1;derecho;3,47;3,25;No;1;18;59;0,0;8,0;3,3422;13,0;0,0;15,0;No;0,0
10767-1110;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;4,31;4,35;No;2;16;39;0,0;0,0;4,295714285714285;1,0;85,0;5,0;No;0,0
10645-1112;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;derecho;derecho;1;derecho;4,44;4,56;No;1;17;25;0,0;0,0;3,832173913043478;6,0;0,0;12,0;No;0,0
13573-10839;Masculino;Soltero(a);No informa;No aplica;Bolívar;gobierno y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;gobierno y relaciones internacionales;3,53;2,93;No;1;18;30;0,0;6,0;3,2404166666666665;6,0;51,0;2,0;Si;1,0
11278-1112;Masculino;Soltero(a);No pertenece;No aplica;Huila;derecho;derecho;1;derecho;4,1;3,68;No;1;16;27;0,0;0,0;3,1672;8,0;0,0;12,0;No;0,0
10853-11737;Masculino;Soltero(a);Pueblo indígena;No aplica;Cauca;sociología;ciencias sociales y humanas;2;sociologia;3,76;3,71;No;2;23;61;0,0;0,0;3,7367213114754096;2,0;177,0;10,0;No;0,0
15438-1114;Masculino;Soltero(a);No informa;No aplica;Bolívar;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;4,26;4,04;No;2;17;24;0,0;0,0;3,9445833333333336;0,0;50,0;3,0;No;0,0
2810-1112;Masculino;Soltero(a);No informa;No aplica;Bolívar;derecho;derecho;1;derecho;4,06;4,01;No;1;17;46;0,0;1,0;3,8573333333333335;5,0;0,0;14,0;No;0,0
10648-1112;Masculino;Soltero(a);No informa;No aplica;Bolívar;derecho;derecho;1;derecho;4,03;4,19;No;1;17;35;0,0;1,0;3,156176470588236;11,0;0,0;12,0;No;0,0
12565-1112;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;derecho;derecho;1;derecho;3,96;4,23;No;1;16;41;0,0;6,0;3,422727272727273;7,0;0,0;12,0;No;0,0
2876-1112;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;derecho;derecho;1;derecho;3,42;4,06;No;1;16;44;0,0;7,0;3,205405405405405;11,0;0,0;12,0;No;0,0
15441-10839;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;gobierno y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;gobierno y relaciones internacionales;4,31;4,24;No;1;16;31;0,0;8,0;4,362173913043479;0,0;50,0;5,0;No;0,0
12544-1112;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;derecho;derecho;1;derecho;3,03;3,73;No;1;16;36;0,0;0,0;2,419166666666667;22,0;0,0;12,0;No;0,0
3119-1114;Masculino;Soltero(a);No informa;No aplica;Huila;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;3,47;3,43;No;2;17;81;0,0;5,0;3,805466666666667;3,0;182,0;10,0;No;0,0
15951-1114;Masculino;Soltero(a);No informa;No aplica;Bolívar;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;3,26;0,0;No;2;18;8;0,0;0,0;3,25875;2,0;16,0;1,0;No;0,0
2809-1112;Masculino;Soltero(a);No informa;No aplica;Bolívar;derecho;derecho;1;derecho;3,52;3,18;No;1;18;38;0,0;3,0;2,5205882352941176;15,0;0,0;12,0;No;0,0
3704-1112;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;derecho;derecho;1;derecho;3,98;3,45;Si;1;18;32;0,0;6,0;3,042692307692308;9,0;0,0;12,0;Si;1,0
15576-110032;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;ciencia de datos;dirección de matemáticas;2;ciencia de datos;2,27;0,0;No;1;19;6;1,0;0,0;2,348;3,0;13,0;1,0;No;0,0
2844-1112;Masculino;Soltero(a);No informa;No aplica;Bolívar;derecho;derecho;1;derecho;3,25;3,39;No;1;16;55;0,0;3,0;3,289803921568628;12,0;0,0;14,0;No;0,0
3860-1112;Masculino;Soltero(a);No informa;No aplica;Bolívar;derecho;derecho;1;derecho;3,85;4,12;No;1;17;58;0,0;9,0;3,608510638297872;8,0;0,0;13,0;No;0,0
15439-1112;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;derecho;derecho;1;derecho;3,25;0,0;No;1;17;15;0,0;3,0;3,2541666666666664;2,0;0,0;1,0;No;0,0
7959-1110;Masculino;Soltero(a);No informa;No aplica;Bolívar;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;2,32;3,46;No;2;18;48;0,0;4,0;3,3506818181818185;8,0;113,0;8,0;No;0,0
13747-1112;Masculino;Soltero(a);No informa;No aplica;Bolívar;derecho;derecho;1;derecho;1,2;0,0;Si;2;18;22;0,0;11,0;1,2045454545454546;10,0;0,0;1,0;No;0,0
12576-1111;Masculino;Soltero(a);No informa;No aplica;Valle del Cauca;trabajo social;ciencias sociales y humanas;2;trabajo social;3,73;3,75;No;2;18;59;0,0;0,0;4,084576271186441;0,0;170,0;10,0;No;0,0
10644-1112;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;derecho;derecho;1;derecho;4,08;4,26;No;1;17;25;0,0;0,0;3,4479166666666665;6,0;0,0;12,0;No;0,0
3706-12048;Masculino;Soltero(a);No informa;No aplica;Bolívar;historia;ciencias sociales y humanas;2;historia;3,99;3,66;No;1;17;81;0,0;0,0;4,0428;0,0;238,0;10,0;No;0,0
3826-1111;Masculino;Soltero(a);No informa;No aplica;Antioquia;trabajo social;ciencias sociales y humanas;2;trabajo social;3,97;3,9;No;1;18;59;0,0;5,0;3,9926415094339625;0,0;156,0;9,0;No;0,0
2912-11737;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;sociología;ciencias sociales y humanas;2;sociologia;4,67;4,7;No;1;18;37;0,0;0,0;4,466969696969697;0,0;101,0;6,0;No;0,0
10916-1112;Masculino;Soltero(a);No informa;No aplica;Cesar;derecho;derecho;1;derecho;3,73;3,79;No;1;16;23;0,0;0,0;3,500434782608696;4,0;0,0;12,0;No;0,0
2877-1116;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,93;3,88;No;2;18;59;0,0;5,0;3,5096296296296297;7,0;113,0;6,0;No;0,0
12476-1112;Masculino;Soltero(a);No informa;No aplica;Norte de Santander;derecho;derecho;1;derecho;3,76;3,88;Si;1;17;54;0,0;6,0;3,698;8,0;0,0;14,0;Si;1,0
15420-1112;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;derecho;derecho;1;derecho;3,61;0,0;No;2;17;18;0,0;6,0;3,608333333333333;2,0;0,0;1,0;Si;1,0
2819-10839;Masculino;Soltero(a);No informa;No aplica;Bolívar;gobierno y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;gobierno y relaciones internacionales;4,27;3,41;No;1;16;52;0,0;6,0;4,294130434782609;0,0;110,0;5,0;No;0,0
2842-1115;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;administración de empresas ;administración de empresas;2;administracion de empresas;3,76;4,68;No;1;17;50;0,0;2,0;4,342083333333333;0,0;101,0;7,0;No;0,0
10921-1110;Masculino;Soltero(a);No informa;No aplica;Bolívar;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;4,31;4,68;No;2;30;61;0,0;6,0;4,5888;0,0;156,0;9,0;No;0,0
13575-1113;Masculino;Soltero(a);No informa;No aplica;Bolívar;economía;economía;2;economia;3,38;0,0;No;2;23;6;0,0;0,0;3,421666666666667;1,0;15,0;1,0;No;0,0
2824-1112;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;derecho;derecho;1;derecho;4,47;4,55;No;1;17;25;0,0;0,0;3,715652173913044;6,0;0,0;12,0;No;0,0
12556-10839;Masculino;Soltero(a);No informa;No aplica;Bolívar;gobierno y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;gobierno y relaciones internacionales;4,28;4,17;No;2;17;28;0,0;1,0;4,5112;0,0;65,0;6,0;No;0,0
15481-1111;Masculino;Soltero(a);No informa;No aplica;Bolívar;trabajo social;ciencias sociales y humanas;2;trabajo social;4,36;4,16;No;1;17;25;0,0;0,0;4,075217391304348;0,0;66,0;4,0;No;0,0
3725-1114;Masculino;Soltero(a);No informa;No aplica;Bolívar;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;4,17;4,4;No;2;18;71;0,0;5,0;4,339692307692308;0,0;145,0;5,0;No;0,0
12712-1112;Masculino;Soltero(a);No informa;No aplica;Bolívar;derecho;derecho;1;derecho;4,06;4,27;No;2;18;52;0,0;12,0;4,248285714285714;0,0;0,0;14,0;No;0,0
2806-1111;Masculino;Soltero(a);No pertenece;No aplica;Bolívar;trabajo social;ciencias sociales y humanas;2;trabajo social;3,74;4,13;No;1;18;37;0,0;0,0;4,093243243243243;0,0;101,0;6,0;No;0,0
15455-110032;Masculino;Soltero(a);No informa;No aplica;Bolívar;ciencia de datos;dirección de matemáticas;2;ciencia de datos;4,03;3,85;No;1;16;14;0,0;2,0;3,985;0,0;32,0;2,0;No;0,0
10836-1112;Femenino;Soltero(a);No informa;No aplica;Boyacá;derecho;derecho;1;derecho;3,57;3,32;Si;1;17;68;0,0;2,0;3,30953125;19,0;0,0;15,0;Si;1,0
15530-1110;Masculino;Soltero(a);No pertenece;No aplica;Boyacá;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;3,93;4,03;No;1;17;32;0,0;0,0;3,89;1,0;69,0;4,0;No;0,0
10759-1117;Masculino;Soltero(a);No informa;No aplica;Boyacá;contaduría pública;contaduría pública;2;contaduria publica;3,83;3,65;No;1;17;69;0,0;0,0;3,7863768115942023;4,0;174,0;10,0;No;0,0
2872-1111;Masculino;Soltero(a);No pertenece;No aplica;Boyacá;trabajo social;ciencias sociales y humanas;2;trabajo social;4,31;4,56;No;1;17;43;0,0;0,0;4,1953658536585365;1,0;116,0;7,0;No;0,0
2872-1111;Femenino;Soltero(a);No pertenece;No aplica;Boyacá;trabajo social;ciencias sociales y humanas;2;trabajo social;4,31;4,56;No;1;17;43;0,0;0,0;4,1953658536585365;1,0;116,0;7,0;No;0,0
13598-1114;Femenino;Soltero(a);No pertenece;No aplica;Boyacá;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;4,57;4,64;No;1;18;38;0,0;6,0;4,675172413793104;0,0;67,0;4,0;No;0,0
13598-1114;Masculino;Soltero(a);No pertenece;No aplica;Boyacá;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;4,57;4,64;No;1;18;38;0,0;6,0;4,675172413793104;0,0;67,0;4,0;No;0,0
15479-12046;Masculino;Soltero(a);No pertenece;No aplica;Boyacá;psicología;ciencias sociales y humanas;2;psicologia;3,84;3,46;No;1;18;29;0,0;0,0;3,777931034482759;0,0;72,0;4,0;No;0,0
11950-11737;Masculino;Soltero(a);Pueblo indígena;No aplica;Cesar;sociología;ciencias sociales y humanas;2;sociologia;3,65;3,72;No;1;18;59;0,0;0,0;4,112542372881356;0,0;172,0;10,0;No;0,0
8350-1112;Masculino;Soltero(a);No informa;No aplica;Boyacá;derecho;derecho;1;derecho;3,56;3,77;No;1;17;40;0,0;0,0;3,560263157894737;7,0;0,0;15,0;Si;1,0
11277-1112;Masculino;Soltero(a);No pertenece;No aplica;Huila;derecho;derecho;1;derecho;3,46;3,52;No;1;16;26;0,0;0,0;2,9853846153846155;9,0;0,0;12,0;No;0,0
15470-1112;Masculino;Soltero(a);No pertenece;No aplica;Boyacá;derecho;derecho;1;derecho;3,84;2,91;No;1;16;24;0,0;3,0;3,4428571428571426;4,0;0,0;2,0;No;0,0
