Sexo;Estado Civil;Discapacidad;Departamento Nacimiento;Programa;Facultad;Tipo Plan;PROMEDIO_1er_SEMESTRE;PROMEDIO_2do_SEMESTRE;Desertor;Cantidad de materias vistas;Promedio de las materias;Cantidad de materias perdidas;Cantidad de creditos inscritos;Semestre Ubicación
Masculino;Soltero(a);No aplica;Santander;administración de empresas ;administración de empresas;2;3.21;0.0;Si;32;1.4958333333333331;17.0;51.0;1.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.75;3.94;Si;42;3.976756756756756;0.0;0.0;15.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.09;3.93;No;58;3.2255769230769227;15.0;0.0;13.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;4.16;3.51;No;29;3.2975;8.0;0.0;12.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.89;3.51;Si;19;2.816875;9.0;0.0;12.0
Masculino;Soltero(a);No aplica;Boyacá;antropología;ciencias sociales y humanas;2;4.16;4.51;No;40;4.212;0.0;104.0;6.0
Masculino;Soltero(a);No aplica;Boyacá;psicología;ciencias sociales y humanas;2;4.4;4.4;No;42;4.208048780487805;0.0;108.0;6.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.67;3.6;No;23;2.824;10.0;0.0;12.0
Masculino;Soltero(a);No aplica;Boyacá;contaduría pública;contaduría pública;2;3.83;3.47;No;72;4.053285714285715;1.0;176.0;10.0
Masculino;Soltero(a);No aplica;Huila;economía;economía;2;4.16;4.12;No;32;3.8696875;2.0;90.0;6.0
Masculino;Soltero(a);No aplica;Boyacá;economía;economía;2;3.64;0.0;Si;15;1.746923076923077;8.0;33.0;1.0
Masculino;Soltero(a);No aplica;Valle del Cauca;gobierno y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.66;3.1;No;76;3.963943661971831;2.0;166.0;10.0
Masculino;Soltero(a);No aplica;Boyacá;trabajo social;ciencias sociales y humanas;2;4.33;4.26;No;37;4.184054054054054;0.0;101.0;6.0
Masculino;Soltero(a);No aplica;Boyacá;gobierno y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.3;4.17;No;29;4.369999999999999;0.0;70.0;5.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.8;3.22;Si;29;2.808846153846154;10.0;0.0;12.0
Masculino;Soltero(a);No aplica;Boyacá;administración de empresas ;administración de empresas;2;3.97;3.59;No;55;3.9;1.0;137.0;9.0
Masculino;Soltero(a);No aplica;Boyacá;economía;economía;2;3.82;3.22;No;27;3.2703846153846152;7.0;68.0;3.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.49;3.19;Si;50;3.4155102040816328;10.0;0.0;14.0
Masculino;Soltero(a);No aplica;Boyacá;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.65;3.41;No;80;4.081428571428571;3.0;183.0;10.0
Masculino;Soltero(a);No aplica;Boyacá;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.02;4.07;No;57;4.034509803921568;1.0;101.0;6.0
Masculino;Soltero(a);No aplica;Antioquia;derecho;derecho;1;4.1;4.34;No;54;4.19;0.0;0.0;14.0
Masculino;Soltero(a);No aplica;Boyacá;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.35;4.64;No;74;4.387142857142857;0.0;151.0;6.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;4.02;3.8;No;57;3.7412765957446807;6.0;0.0;15.0
Masculino;Soltero(a);No aplica;Meta;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.04;3.35;No;47;3.725;6.0;82.0;4.0
Masculino;Soltero(a);No aplica;Boyacá;trabajo social;ciencias sociales y humanas;2;3.81;4.09;No;59;3.85;0.0;170.0;10.0
Masculino;Soltero(a);No aplica;Boyacá;administración de empresas ;administración de empresas;2;4.14;4.16;No;37;3.94027027027027;2.0;73.0;7.0
Masculino;Soltero(a);No aplica;Boyacá;gobierno y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.8;3.89;No;84;3.805949367088608;6.0;188.0;10.0
Masculino;Soltero(a);No aplica;Boyacá;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.19;4.13;No;77;4.354754098360655;0.0;145.0;8.0
Masculino;Soltero(a);No aplica;Boyacá;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.38;3.92;No;40;4.2425;0.0;85.0;5.0
Masculino;Soltero(a);No aplica;Antioquia;derecho;derecho;1;3.86;3.11;No;24;3.5019047619047616;4.0;0.0;2.0
Masculino;Soltero(a);No aplica;Boyacá;ciencia de datos;dirección de matemáticas;2;4.26;4.25;No;13;4.269166666666666;0.0;32.0;2.0
Masculino;Soltero(a);No aplica;Cauca;comunicación social - periodismo;comunicación social;2;3.7;3.64;No;17;3.652941176470588;3.0;35.0;2.0
Masculino;Soltero(a);No aplica;Boyacá;contaduría pública;contaduría pública;2;4.08;3.89;No;32;3.999677419354839;0.0;69.0;4.0
Masculino;Soltero(a);No aplica;Putumayo;derecho;derecho;1;3.79;3.8;No;22;3.7355;1.0;0.0;2.0
Masculino;Soltero(a);No aplica;Antioquia;derecho;derecho;1;4.19;4.11;No;40;3.489444444444445;8.0;0.0;12.0
Masculino;Soltero(a);No aplica;Boyacá;comunicación social - periodismo;comunicación social;2;3.86;4.22;No;61;4.409;0.0;156.0;8.0
Masculino;Soltero(a);No aplica;Boyacá;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.38;4.29;No;57;4.197254901960784;0.0;101.0;6.0
Masculino;Soltero(a);No aplica;Huila;derecho;derecho;1;3.64;3.36;No;54;3.4072;12.0;0.0;15.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;4.42;2.15;No;11;4.363;0.0;0.0;1.0
Masculino;Soltero(a);No aplica;Huila;administración de empresas ;administración de empresas;2;4.51;4.67;No;53;4.604565217391304;0.0;132.0;9.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;4.22;4.49;No;45;4.033243243243243;4.0;0.0;14.0
Masculino;Soltero(a);No aplica;Boyacá;comunicación social - periodismo;comunicación social;2;3.88;4.11;No;61;4.295416666666667;0.0;156.0;9.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.44;3.11;No;24;3.11;6.0;0.0;2.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.25;3.96;No;49;3.310697674418605;14.0;0.0;13.0
Masculino;Soltero(a);No aplica;Boyacá;antropología;ciencias sociales y humanas;2;4.54;4.28;No;7;4.408;0.0;17.0;1.0
Masculino;Soltero(a);No aplica;Boyacá;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.48;3.39;No;75;3.592878787878788;6.0;142.0;9.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.85;3.06;No;30;3.5917241379310343;4.0;0.0;3.0
Masculino;Soltero(a);No aplica;Antioquia;comunicación social - periodismo;comunicación social;2;3.8;3.83;No;62;4.199636363636364;1.0;159.0;8.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;4.07;4.32;No;47;3.498333333333333;10.0;0.0;12.0
Masculino;Soltero(a);No aplica;Norte de Santander;derecho;derecho;1;3.66;3.47;No;21;3.572;3.0;0.0;2.0
Masculino;Soltero(a);No aplica;Boyacá;administración de empresas ;administración de empresas;2;3.68;3.87;No;36;3.864571428571428;0.0;70.0;4.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;4.02;4.14;No;28;2.9275;10.0;0.0;12.0
Masculino;Soltero(a);No aplica;Valle del Cauca;contaduría pública;contaduría pública;2;3.72;3.64;No;72;3.966;1.0;176.0;10.0
Masculino;Soltero(a);No aplica;Tolima;filosofía;ciencias sociales y humanas;2;3.62;0.0;Si;7;3.552857142857143;0.0;16.0;1.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.07;0.0;No;12;3.066363636363637;3.0;0.0;1.0
Masculino;Soltero(a);No aplica;Caldas;trabajo social;ciencias sociales y humanas;2;4.2;4.26;No;43;4.268837209302325;0.0;118.0;7.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;4.16;4.42;No;48;4.046111111111111;0.0;0.0;13.0
Masculino;Soltero(a);No aplica;Boyacá;economía;economía;2;3.95;3.81;No;34;3.5626470588235293;7.0;96.0;5.0
Masculino;Soltero(a);No aplica;Cesar;derecho;derecho;1;3.38;3.26;No;21;3.2378947368421054;4.0;0.0;2.0
Masculino;Soltero(a);No aplica;Santander;arqueología;estudios del patrimonio cultural;2;4.39;4.36;No;32;4.349333333333333;0.0;68.0;3.0
Masculino;Soltero(a);No aplica;Santander;arqueología;estudios del patrimonio cultural;2;4.37;4.71;No;32;4.349333333333333;0.0;68.0;3.0
Masculino;Soltero(a);No aplica;Cesar;derecho;derecho;1;3.26;3.49;No;41;2.948048780487805;17.0;0.0;13.0
Masculino;Soltero(a);No aplica;Cundinamarca;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.43;4.44;No;79;4.481228070175439;0.0;143.0;8.0
Masculino;Soltero(a);No aplica;Santander;derecho;derecho;1;4.07;1.88;No;17;4.07;0.0;0.0;1.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.34;3.89;No;46;3.2981818181818183;13.0;0.0;13.0
Masculino;Soltero(a);No aplica;Boyacá;gobierno y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.88;3.93;No;72;4.108615384615384;0.0;150.0;10.0
Masculino;Soltero(a);No aplica;Risaralda;derecho;derecho;1;4.35;4.6;No;26;4.403333333333333;0.0;0.0;2.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.57;3.35;No;49;3.704583333333333;4.0;0.0;15.0
Masculino;Soltero(a);No aplica;Boyacá;gobierno y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.96;3.17;No;83;4.0555;4.0;189.0;10.0
Masculino;Soltero(a);No aplica;Valle del Cauca;derecho;derecho;1;4.24;4.27;No;45;4.026190476190476;4.0;0.0;14.0
Masculino;Soltero(a);No aplica;Huila;derecho;derecho;1;4.13;3.51;No;26;3.0953846153846154;10.0;0.0;12.0
Masculino;Soltero(a);No aplica;Boyacá;historia;ciencias sociales y humanas;2;4.54;4.54;No;55;4.376041666666667;0.0;148.0;5.0
Masculino;Soltero(a);No aplica;Boyacá;comunicación social - periodismo;comunicación social;2;3.71;3.69;No;23;3.7030434782608697;2.0;49.0;3.0
Masculino;Soltero(a);No aplica;Boyacá;arqueología;estudios del patrimonio cultural;2;3.8;3.45;No;63;3.93344262295082;1.0;163.0;10.0
Masculino;Soltero(a);No aplica;Cundinamarca;derecho;derecho;1;3.68;3.58;No;25;3.1948000000000003;7.0;0.0;12.0
Masculino;Soltero(a);No aplica;Boyacá;economía;economía;2;3.79;3.44;No;7;3.801428571428571;0.0;18.0;1.0
Masculino;Soltero(a);No aplica;Boyacá;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.47;4.63;No;40;4.53421052631579;0.0;83.0;5.0
Masculino;Soltero(a);No aplica;Norte de Santander;derecho;derecho;1;4.0;3.95;No;40;3.2608333333333333;11.0;0.0;12.0
Masculino;Soltero(a);No aplica;Boyacá;arqueología;estudios del patrimonio cultural;2;3.3;1.84;No;67;3.0955223880597016;20.0;146.0;5.0
Masculino;Soltero(a);No aplica;Boyacá;arqueología;estudios del patrimonio cultural;2;3.48;2.52;No;67;3.0955223880597016;20.0;146.0;5.0
Masculino;Soltero(a);No aplica;Boyacá;administración de empresas ;administración de empresas;2;3.76;3.17;No;37;3.6916216216216218;3.0;70.0;5.0
Masculino;Soltero(a);No aplica;Valle del Cauca;administración de empresas ;administración de empresas;2;4.22;4.17;No;54;3.863269230769231;5.0;109.0;7.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;4.35;4.4;No;37;4.286666666666667;0.0;0.0;14.0
Masculino;Soltero(a);No aplica;Boyacá;comunicación social - periodismo;comunicación social;2;3.57;3.14;No;23;3.3947826086956523;2.0;49.0;3.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.84;3.68;No;47;3.689;6.0;0.0;13.0
Masculino;Soltero(a);No aplica;Boyacá;comunicación social - periodismo;comunicación social;2;4.37;4.15;No;39;3.870789473684211;3.0;87.0;6.0
Masculino;Soltero(a);No aplica;Boyacá;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.58;3.89;No;7;3.577142857142857;1.0;14.0;1.0
Masculino;Soltero(a);No aplica;Boyacá;psicología;ciencias sociales y humanas;2;3.89;3.95;No;62;3.934098360655738;1.0;161.0;9.0
Masculino;Soltero(a);No aplica;Cesar;derecho;derecho;1;3.77;4.08;No;40;3.771842105263158;2.0;0.0;13.0
Masculino;Soltero(a);No aplica;Vichada;administración de empresas ;administración de empresas;2;3.7;3.97;No;52;4.0484;0.0;117.0;8.0
Masculino;Soltero(a);No aplica;Boyacá;contaduría pública;contaduría pública;2;3.71;3.81;No;9;3.783333333333333;1.0;20.0;2.0
Masculino;Soltero(a);No aplica;Boyacá;comunicación social - periodismo;comunicación social;2;4.4;4.37;No;61;4.385098039215686;0.0;156.0;9.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;4.46;4.35;No;28;4.446428571428571;0.0;0.0;3.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;4.28;1.83;No;15;4.282727272727272;0.0;0.0;1.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.49;3.7;No;45;3.4427777777777777;8.0;0.0;14.0
Masculino;Soltero(a);No aplica;Boyacá;comunicación social - periodismo;comunicación social;2;4.51;4.14;No;39;4.357837837837838;0.0;87.0;6.0
Masculino;Soltero(a);No aplica;Santander;derecho;derecho;1;4.17;4.29;No;50;3.9202325581395354;6.0;0.0;14.0
Masculino;Soltero(a);No aplica;Cundinamarca;derecho;derecho;1;3.12;0.0;Si;11;3.1154545454545457;4.0;0.0;1.0
Masculino;Soltero(a);No aplica;La Guajira;psicología;ciencias sociales y humanas;2;3.36;3.28;No;60;3.567333333333333;7.0;157.0;8.0
Masculino;Soltero(a);No aplica;Boyacá;arqueología;estudios del patrimonio cultural;2;3.78;3.84;No;35;4.056470588235293;1.0;94.0;10.0
Masculino;Soltero(a);No aplica;Boyacá;economía;economía;2;4.0;3.51;No;32;3.932142857142857;1.0;79.0;4.0
Masculino;Soltero(a);No aplica;Boyacá;comunicación social - periodismo;comunicación social;2;3.91;4.0;No;60;3.988703703703704;0.0;137.0;8.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;4.3;4.4;No;39;3.786060606060606;7.0;0.0;12.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.53;3.55;No;23;3.539;1.0;0.0;2.0
Masculino;Soltero(a);No aplica;Cundinamarca;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.47;3.41;No;39;3.5043589743589747;4.0;83.0;4.0
Masculino;Soltero(a);No aplica;Boyacá;psicología;ciencias sociales y humanas;2;3.96;3.92;No;66;4.278939393939394;0.0;179.0;10.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;4.3;3.84;No;25;3.3904;6.0;0.0;12.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;4.48;0.0;No;17;4.479090909090909;0.0;0.0;1.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;4.0;3.4;No;22;3.712380952380953;1.0;0.0;2.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.74;3.72;No;37;2.8079411764705884;18.0;0.0;12.0
Masculino;Soltero(a);No aplica;Boyacá;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.35;4.27;Si;78;4.420735294117647;0.0;154.0;10.0
Masculino;Soltero(a);No aplica;Boyacá;historia;ciencias sociales y humanas;2;4.51;4.48;No;61;4.3500000000000005;0.0;167.0;6.0
Masculino;Soltero(a);No aplica;Boyacá;comunicación social - periodismo;comunicación social;2;4.08;4.19;No;61;4.195555555555556;0.0;156.0;8.0
Masculino;Soltero(a);No aplica;Boyacá;gobierno y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.79;3.82;No;30;4.125384615384616;0.0;67.0;6.0
Masculino;Soltero(a);No aplica;Magdalena;derecho;derecho;1;3.37;3.62;No;60;3.383265306122449;10.0;0.0;15.0
Masculino;Soltero(a);No aplica;Magdalena;administración de empresas ;administración de empresas;2;4.05;4.37;No;36;4.286111111111111;0.0;71.0;7.0
Masculino;Soltero(a);No aplica;Huila;economía;economía;2;4.14;4.08;No;30;3.931111111111111;1.0;70.0;4.0
Masculino;Soltero(a);No aplica;Boyacá;contaduría pública;contaduría pública;2;4.43;3.99;No;24;3.9873913043478257;0.0;53.0;4.0
Masculino;Soltero(a);No aplica;Boyacá;gobierno y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.78;3.63;No;55;3.889183673469387;3.0;119.0;5.0
Masculino;Soltero(a);No aplica;Boyacá;comunicación social - periodismo;comunicación social;2;4.27;4.15;No;39;4.146153846153846;0.0;85.0;5.0
Masculino;Soltero(a);No aplica;Tolima;arqueología;estudios del patrimonio cultural;2;3.89;3.64;No;63;3.8390476190476193;1.0;157.0;10.0
Masculino;Soltero(a);No aplica;Boyacá;geografía;ciencias sociales y humanas;2;4.24;4.53;No;66;4.410317460317461;0.0;183.0;9.0
Masculino;Soltero(a);No aplica;Boyacá;economía;economía;2;3.71;3.49;No;49;3.773191489361702;2.0;168.0;9.0
Masculino;Soltero(a);No aplica;Boyacá;antropología;ciencias sociales y humanas;2;4.55;0.0;No;7;4.44;0.0;17.0;1.0
Masculino;Soltero(a);No aplica;Boyacá;arqueología;estudios del patrimonio cultural;2;4.68;4.51;No;8;4.634285714285714;0.0;16.0;1.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.38;3.4;Si;27;2.6518518518518515;14.0;0.0;12.0
Masculino;Soltero(a);No aplica;Boyacá;contaduría pública;contaduría pública;2;3.42;3.43;No;29;3.216206896551724;7.0;62.0;3.0
Masculino;Soltero(a);No aplica;Cundinamarca;derecho;derecho;1;3.26;0.0;Si;12;3.2563636363636363;4.0;0.0;1.0
Masculino;Soltero(a);No aplica;Boyacá;trabajo social;ciencias sociales y humanas;2;4.2;4.6;No;43;4.209069767441861;0.0;118.0;7.0
Masculino;Soltero(a);No aplica;Cundinamarca;comunicación social - periodismo;comunicación social;2;3.76;3.61;No;64;3.490689655172414;6.0;147.0;8.0
Masculino;Soltero(a);No aplica;Boyacá;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.18;4.04;No;79;4.220149253731344;0.0;154.0;10.0
Masculino;Soltero(a);No aplica;Boyacá;psicología;ciencias sociales y humanas;2;3.88;4.0;No;40;3.9435;2.0;102.0;5.0
Masculino;Soltero(a);No aplica;Boyacá;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.95;3.67;No;81;4.074246575342466;1.0;176.0;10.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;4.08;3.51;No;23;3.806666666666666;2.0;0.0;2.0
Masculino;Soltero(a);No aplica;Boyacá;comunicación social - periodismo;comunicación social;2;4.0;4.04;No;61;4.35078431372549;0.0;156.0;9.0
Masculino;Soltero(a);No aplica;Boyacá;gobierno y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.07;4.32;No;53;4.222391304347826;1.0;109.0;5.0
Masculino;Soltero(a);No aplica;Boyacá;comunicación social - periodismo;comunicación social;2;3.27;3.5;No;65;3.781694915254237;4.0;166.0;9.0
Masculino;Soltero(a);No aplica;Boyacá;antropología;ciencias sociales y humanas;2;4.37;4.6;No;28;4.42;0.0;70.0;4.0
Masculino;Soltero(a);No aplica;Boyacá;comunicación social - periodismo;comunicación social;2;3.41;3.52;No;65;3.8073684210526313;2.0;161.0;8.0
Masculino;Soltero(a);No aplica;Cundinamarca;economía;economía;2;4.19;3.94;No;27;3.895555555555556;1.0;72.0;4.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;4.11;4.14;No;34;3.4604761904761907;6.0;0.0;12.0
Masculino;Soltero(a);No aplica;Boyacá;historia;ciencias sociales y humanas;2;3.83;3.58;No;71;3.716285714285714;3.0;211.0;10.0
Masculino;Soltero(a);No aplica;Boyacá;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.15;4.19;No;56;4.105294117647059;0.0;101.0;6.0
Masculino;Soltero(a);No aplica;Boyacá;gobierno y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.73;4.84;No;28;4.7625;0.0;68.0;5.0
Masculino;Soltero(a);No aplica;Boyacá;comunicación social - periodismo;comunicación social;2;4.06;4.22;No;62;4.213518518518518;1.0;158.0;8.0
Masculino;Soltero(a);No aplica;Boyacá;conservación y restauración del patrimonio cultural mueble;estudios del patrimonio cultural;2;3.96;3.92;No;64;4.09671875;1.0;160.0;8.0
Masculino;Soltero(a);No aplica;Huila;economía;economía;2;3.98;3.54;No;36;3.843125;0.0;90.0;5.0
Masculino;Soltero(a);No aplica;Boyacá;gobierno y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.39;4.45;No;35;4.404333333333333;0.0;66.0;4.0
Masculino;Soltero(a);No aplica;Boyacá;economía;economía;1;3.47;3.53;No;11;4.279999999999999;0.0;0.0;9.0
Masculino;Soltero(a);No aplica;Boyacá;administración de empresas ;administración de empresas;2;3.5;4.42;No;56;4.111724137931035;0.0;83.0;7.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;4.08;4.09;No;26;3.268461538461538;8.0;0.0;12.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.66;3.72;No;24;3.625714285714286;4.0;0.0;2.0
Masculino;Soltero(a);No aplica;Norte de Santander;derecho;derecho;1;4.36;3.9;No;42;3.549722222222222;8.0;0.0;12.0
Masculino;Soltero(a);No aplica;Boyacá;comunicación social - periodismo;comunicación social;2;4.39;4.1;No;16;4.22625;0.0;33.0;2.0
Masculino;Soltero(a);No aplica;Boyacá;antropología;ciencias sociales y humanas;2;4.15;4.37;No;14;4.108181818181818;0.0;34.0;2.0
Masculino;Soltero(a);No aplica;Boyacá;administración de empresas ;administración de empresas;2;3.85;3.92;No;55;3.976530612244898;0.0;117.0;8.0
Masculino;Soltero(a);No aplica;Boyacá;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.65;3.85;No;79;3.863571428571429;1.0;149.0;10.0
Masculino;Soltero(a);No aplica;Boyacá;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.81;3.48;No;39;3.511794871794872;8.0;83.0;4.0
Masculino;Soltero(a);No aplica;Boyacá;administración de empresas ;administración de empresas;2;4.11;4.21;No;37;4.098918918918919;0.0;70.0;6.0
Masculino;Soltero(a);No aplica;Boyacá;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.09;3.91;No;27;4.064583333333333;0.0;50.0;3.0
Masculino;Soltero(a);No aplica;Boyacá;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.95;3.91;No;83;4.123521126760563;0.0;149.0;10.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.56;0.0;No;13;3.5625;1.0;0.0;1.0
Masculino;Soltero(a);No aplica;Boyacá;comunicación social - periodismo;comunicación social;2;3.68;4.34;No;61;4.112909090909091;1.0;141.0;7.0
Masculino;Soltero(a);No aplica;Boyacá;administración de empresas ;administración de empresas;2;3.57;3.49;No;27;3.5761538461538462;4.0;53.0;3.0
Masculino;Soltero(a);No aplica;Boyacá;trabajo social;ciencias sociales y humanas;2;3.71;3.65;No;61;3.6740983606557376;2.0;177.0;10.0
Masculino;Soltero(a);No aplica;Boyacá;comunicación social - periodismo;comunicación social;2;4.01;4.21;No;60;4.105283018867925;1.0;137.0;8.0
Masculino;Soltero(a);No aplica;Boyacá;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.51;4.57;No;67;4.322631578947369;0.0;124.0;8.0
Masculino;Soltero(a);No aplica;Santander;ciencia de datos;dirección de matemáticas;2;4.0;3.7;No;24;3.855909090909091;0.0;69.0;4.0
Masculino;Soltero(a);No aplica;Boyacá;sociología;ciencias sociales y humanas;2;4.49;4.21;No;31;4.082333333333334;0.0;82.0;5.0
Masculino;Soltero(a);No aplica;Boyacá;comunicación social - periodismo;comunicación social;2;4.46;4.31;No;32;4.3825;0.0;69.0;4.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.53;4.24;No;50;3.4724;10.0;0.0;13.0
Masculino;Soltero(a);No aplica;Boyacá;psicología;ciencias sociales y humanas;2;4.27;4.33;No;56;4.172857142857143;0.0;144.0;8.0
Masculino;Soltero(a);No aplica;Santander;derecho;derecho;1;3.6;3.19;No;21;3.4052380952380954;6.0;0.0;2.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.87;4.12;No;51;3.405208333333333;12.0;0.0;13.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;4.38;4.31;No;25;3.61875;6.0;0.0;12.0
Masculino;Soltero(a);No aplica;Boyacá;comunicación social - periodismo;comunicación social;2;3.93;4.35;No;61;4.248269230769231;1.0;156.0;7.0
Masculino;Soltero(a);No aplica;Boyacá;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.9;3.51;No;75;4.116027397260274;0.0;177.0;10.0
Masculino;Soltero(a);No aplica;Boyacá;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.98;4.54;No;72;4.179117647058824;0.0;153.0;6.0
Masculino;Soltero(a);No aplica;Cundinamarca;derecho;derecho;1;3.28;0.0;No;20;2.408;11.0;0.0;1.0
Masculino;Soltero(a);No aplica;Tolima;derecho;derecho;1;3.23;3.49;Si;61;3.357142857142857;13.0;0.0;14.0
Masculino;Soltero(a);No aplica;Tolima;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.29;4.34;No;50;4.231041666666667;0.0;91.0;5.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.05;4.04;No;55;3.4446666666666665;9.0;0.0;13.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.52;3.68;Si;53;3.78325;3.0;0.0;15.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.45;3.5;No;26;3.652307692307692;4.0;0.0;4.0
Masculino;Soltero(a);No aplica;Santander;gobierno y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.26;4.2;No;73;4.486774193548388;0.0;148.0;9.0
Masculino;Soltero(a);No aplica;Boyacá;derecho;derecho;1;3.7;3.94;No;26;3.763333333333333;2.0;0.0;2.0
Masculino;Soltero(a);No aplica;Boyacá;comunicación social - periodismo;comunicación social;2;3.5;4.12;No;62;4.088727272727272;2.0;158.0;8.0
Masculino;Soltero(a);No aplica;Tolima;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.15;3.99;No;79;4.298970588235294;0.0;154.0;9.0
Masculino;Soltero(a);No aplica;Meta;derecho;derecho;1;3.74;3.36;No;24;2.4469565217391307;13.0;0.0;12.0
Masculino;Soltero(a);No aplica;Huila;derecho;derecho;1;3.99;3.77;No;26;3.6708;1.0;0.0;4.0
